assay_type,n,rmse,mae,bias,r2
F,527.0,1.1230036132492291,0.8776481954459203,-0.40077866907020876,0.027647629120606143
B,5089.0,0.90542428313987,0.6947288171349971,-0.16227180448025152,0.3920084898807714
